success,query,ground_truth_attr_count,ground_truth_isq_list,ground_truth_isq_pipe,api_version,raw_response
True,kerala cotton saree white,2,"['kerala cotton saree:product:specification', 'white:color:specification']",kerala cotton saree:product:specification | white:color:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'white': {'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'white', 'attr_value_id': '-', 'char_offset': '20', 'model': 'q-means/2.0.1', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.92, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 15.14, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 27.57, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.52, 'timeout': False}"
True,kerala cotton saree with gold border,2,"['border:pattern:specification', 'kerala cotton saree:product:specification']",border:pattern:specification | kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'border': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'border', 'attr_value_id': '-', 'char_offset': '30', 'model': 'q-means/2.0.1', 'word_offset': '5'}, 'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 11.22, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 15.1, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.97, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.93, 'timeout': False}"
True,kerala cotton saree kasavu,1,['kerala cotton saree:product:specification'],kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.75, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.23, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 24.33, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.11, 'timeout': False}"
True,kerala cotton saree for wedding,2,"['kerala cotton saree:product:specification', 'wedding:occasion:specification']",kerala cotton saree:product:specification | wedding:occasion:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'wedding': {'attr_meta': {}, 'attr_name': 'occasion', 'attr_type': 'specification', 'attr_value': 'wedding', 'attr_value_id': '-', 'char_offset': '24', 'model': 'q-means/2.0.1', 'word_offset': '4'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.07, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 15.56, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 20.9, 'status': 'success'}}, 'response_code': 200, 'response_time': 25.08, 'timeout': False}"
True,kerala cotton saree set mundu,1,['kerala cotton saree:product:specification'],kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'saree set': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'saree set', 'attr_value_id': '-', 'char_offset': '14', 'model': 'probable-product', 'word_offset': '2'}, 'set mundu': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'set mundu', 'attr_value_id': '-', 'char_offset': '20', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.73, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 14.85, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 32.53, 'status': 'success'}}, 'response_code': 200, 'response_time': 37.73, 'timeout': False}"
True,kerala cotton saree traditional,1,['kerala cotton saree:product:specification'],kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.12, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.08, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.82, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.36, 'timeout': False}"
True,kerala cotton saree handloom,2,"['handloom:craft type:specification', 'kerala cotton saree:product:specification']",handloom:craft type:specification | kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'handloom': {'attr_meta': {}, 'attr_name': 'craft type', 'attr_type': 'specification', 'attr_value': 'handloom', 'attr_value_id': '-', 'char_offset': '20', 'model': 'q-means/2.0.1', 'word_offset': '3'}, 'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.4, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.26, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.92, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.33, 'timeout': False}"
True,kerala cotton saree plain,2,"['kerala cotton saree:product:specification', 'plain:pattern:specification']",kerala cotton saree:product:specification | plain:pattern:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'plain': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'plain', 'attr_value_id': '-', 'char_offset': '20', 'model': 'q-means/2.0.1', 'word_offset': '3'}, 'saree plain': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'saree plain', 'attr_value_id': '-', 'char_offset': '14', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 33.49, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.75, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 35.49, 'status': 'success'}}, 'response_code': 200, 'response_time': 41.65, 'timeout': False}"
True,pure kerala cotton saree,1,['kerala cotton saree:product:specification'],kerala cotton saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '5', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '1'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.55, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 14.34, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.25, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.39, 'timeout': False}"
True,kerala cotton saree with blouse,2,"['kerala cotton saree:product:specification', 'with blouse:set content:specification']",kerala cotton saree:product:specification | with blouse:set content:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala cotton saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala cotton saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'with blouse': {'attr_meta': {}, 'attr_name': 'set content', 'attr_type': 'specification', 'attr_value': 'with blouse', 'attr_value_id': '-', 'char_offset': '20', 'model': 'q-means/2.0.1', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.99, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.17, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.93, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.16, 'timeout': False}"
True,kerala saree silk blend,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'saree silk': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'saree silk', 'attr_value_id': '-', 'char_offset': '7', 'model': 'probable-product', 'word_offset': '1'}, 'silk blend': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'silk blend', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 11.06, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.63, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.12, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.14, 'timeout': False}"
True,kerala saree onam special,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'special': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'special', 'attr_value_id': '-', 'char_offset': '18', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.98, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.32, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.9, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.97, 'timeout': False}"
True,kerala saree cream color,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'color': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'color', 'attr_value_id': '-', 'char_offset': '19', 'model': 'probable-product', 'word_offset': '3'}, 'cream': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'cream', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'cream', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.69, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.34, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.7, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.59, 'timeout': False}"
True,kerala saree with temple border,2,"['border:pattern:specification', 'kerala saree:product:specification']",border:pattern:specification | kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'border': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'border', 'attr_value_id': '-', 'char_offset': '25', 'model': 'q-means/2.0.1', 'word_offset': '4'}, 'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.57, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 16.43, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 28.29, 'status': 'success'}}, 'response_code': 200, 'response_time': 36.63, 'timeout': False}"
True,kerala saree festive collection,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'collection': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'collection', 'attr_value_id': '-', 'char_offset': '21', 'model': 'probable-product', 'word_offset': '3'}, 'festive': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'festive', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'occasion', 'attr_type': 'specification', 'attr_value': 'festive', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.51, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.37, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 20.99, 'status': 'success'}}, 'response_code': 200, 'response_time': 25.15, 'timeout': False}"
True,kerala saree women traditional,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'traditional': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'traditional', 'attr_value_id': '-', 'char_offset': '19', 'model': 'probable-product', 'word_offset': '3'}, 'women': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'women', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'gender', 'attr_type': 'specification', 'attr_value': 'women', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.7, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.73, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.56, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.3, 'timeout': False}"
True,kerala saree set with blouse,2,"['kerala saree:product:specification', 'with blouse:set content:specification']",kerala saree:product:specification | with blouse:set content:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'saree set': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'saree set', 'attr_value_id': '-', 'char_offset': '7', 'model': 'probable-product', 'word_offset': '1'}, 'with blouse': {'attr_meta': {}, 'attr_name': 'set content', 'attr_type': 'specification', 'attr_value': 'with blouse', 'attr_value_id': '-', 'char_offset': '17', 'model': 'q-means/2.0.1', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 11.61, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 17.44, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 41.47, 'status': 'success'}}, 'response_code': 200, 'response_time': 47.18, 'timeout': False}"
True,kerala saree kasavu golden,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'golden': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'golden', 'attr_value_id': '-', 'char_offset': '20', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'golden', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '3'}, 'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.75, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.1, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 36.02, 'status': 'success'}}, 'response_code': 200, 'response_time': 45.02, 'timeout': False}"
True,kerala saree mundu style,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'mundu': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'mundu', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'style', 'attr_type': 'specification', 'attr_value': 'mundu', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'style': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'style', 'attr_value_id': '-', 'char_offset': '19', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.71, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.23, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.08, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.48, 'timeout': False}"
True,kerala saree off white,1,['kerala saree:product:specification'],kerala saree:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'kerala saree': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'kerala saree', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'off white': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'off white', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'off white', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.04, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.2, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 20.47, 'status': 'success'}}, 'response_code': 200, 'response_time': 25.22, 'timeout': False}"
True,gota lace border,1,['gota lace:product:specification'],gota lace:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'gota lace border': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace border', 'attr_value_id': '-', 'char_offset': '0', 'model': 'probable-product', 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.28, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.46, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.69, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.89, 'timeout': False}"
True,gota lace golden color,2,"['gota lace:product:specification', 'gota lace:type of laces:specification']",gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'color': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'color', 'attr_value_id': '-', 'char_offset': '17', 'model': 'probable-product', 'word_offset': '3'}, 'golden': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'golden', 'attr_value_id': '-', 'char_offset': '10', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'golden', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.77, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.47, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.2, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.03, 'timeout': False}"
True,gota lace for saree,3,"['gota lace:product:specification', 'gota lace:type of laces:specification', 'saree:usage:specification']",gota lace:product:specification | gota lace:type of laces:specification | saree:usage:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'saree': {'attr_meta': {}, 'attr_name': 'usage', 'attr_type': 'specification', 'attr_value': 'saree', 'attr_value_id': '-', 'char_offset': '14', 'model': 'q-means/2.0.1', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.59, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.18, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 26.2, 'status': 'success'}}, 'response_code': 200, 'response_time': 32.43, 'timeout': False}"
