success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,"high quality automatic centrifuge extractor co-rotating type, 300 kg/hr, 440 v supply, single phase, mild steel body, labh group brand for food processing",10,"['high quality:quality:specification', 'automatic:automation grade:specification', 'centrifuge extractor:product:specification', 'co-rotating:screw type:specification', '300 kg/hr:capacity:specification', '440 v:voltage:specification', 'single phase:phase:specification', 'mild steel:body material:specification', 'labh group:brand:specification', 'food processing:usage/application:specification']",high quality:quality:specification | automatic:automation grade:specification | centrifuge extractor:product:specification | co-rotating:screw type:specification | 300 kg/hr:capacity:specification | 440 v:voltage:specification | single phase:phase:specification | mild steel:body material:specification | labh group:brand:specification | food processing:usage/application:specification,"[""high quality:quality:specification"", ""automatic:automation grade:specification"", ""centrifuge extractor:product:specification"", ""co-rotating:screw type:specification"", ""300 kg/hr:capacity:specification"", ""440 v:voltage:specification"", ""single phase:phase:specification"", ""mild steel:body material:specification"", ""labh group:brand:specification"", ""food processing:usage/application:specification""]",81,
True,"automatic hdpe basket extruder, capacity: 200 liter, voltage: 480 v, phase: single phase",6,"['automatic:automation grade:specification', 'hdpe:product type:specification', 'basket extruder:product:specification', '200 liter:capacity:specification', '480 v:voltage:specification', 'single phase:phase:specification']",automatic:automation grade:specification | hdpe:product type:specification | basket extruder:product:specification | 200 liter:capacity:specification | 480 v:voltage:specification | single phase:phase:specification,"[""automatic:automation grade:specification"", ""hdpe:product type:specification"", ""basket extruder:product:specification"", ""200 liter:capacity:specification"", ""480 v:voltage:specification"", ""single phase:phase:specification""]",82,
True,"rajco automatic polymer extruder, 1000 kg/hr, 380 v, three phase",7,"['rajco:brand:specification', 'automatic:automation grade:specification', 'polymer:material to be extruded:specification', 'extruder:machine type:specification', '1000 kg/hr:capacity:specification', '380 v:voltage:specification', 'three phase:phase:specification']",rajco:brand:specification | automatic:automation grade:specification | polymer:material to be extruded:specification | extruder:machine type:specification | 1000 kg/hr:capacity:specification | 380 v:voltage:specification | three phase:phase:specification,"[""rajco:brand:specification"", ""automatic:automation grade:specification"", ""polymer:material to be extruded:specification"", ""extruder:machine type:specification"", ""1000 kg/hr:capacity:specification"", ""380 v:voltage:specification"", ""three phase:phase:specification""]",83,
True,"automatic film extrusion machine for wire & cable applications, 100 liter capacity, 230 v voltage rating, three phase power supply, titanium body",8,"['automatic:automation grade:specification', 'film:product type:specification', 'extrusion:machine type:specification', 'wire & cable:usage/application:specification', '100 liter:capacity:specification', '230 v:voltage:specification', 'three phase:phase:specification', 'titanium:body material:specification']",automatic:automation grade:specification | film:product type:specification | extrusion:machine type:specification | wire & cable:usage/application:specification | 100 liter:capacity:specification | 230 v:voltage:specification | three phase:phase:specification | titanium:body material:specification,"[""automatic:automation grade:specification"", ""film:product type:specification"", ""extrusion:machine type:specification"", ""wire & cable:usage/application:specification"", ""100 liter:capacity:specification"", ""230 v:voltage:specification"", ""three phase:phase:specification"", ""titanium:body material:specification""]",84,
True,100 tpd fully automatic plastic extruder,4,"['100 tpd:capacity:specification', 'fully automatic:automation grade:specification', 'plastic:material to be extruded:specification', 'extruder:machine type:specification']",100 tpd:capacity:specification | fully automatic:automation grade:specification | plastic:material to be extruded:specification | extruder:machine type:specification,"[""100 tpd:capacity:specification"", ""fully automatic:automation grade:specification"", ""plastic:material to be extruded:specification"", ""extruder:machine type:specification""]",85,
True,5 ton manual plastic extruder 230 v 1 phase cast iron body,7,"['5 ton:capacity:specification', 'manual:automation grade:specification', 'plastic:material to be extruded:specification', 'extruder:machine type:specification', '230 v:voltage:specification', '1 phase:phase:specification', 'cast iron:body material:specification']",5 ton:capacity:specification | manual:automation grade:specification | plastic:material to be extruded:specification | extruder:machine type:specification | 230 v:voltage:specification | 1 phase:phase:specification | cast iron:body material:specification,"[""5 ton:capacity:specification"", ""manual:automation grade:specification"", ""plastic:material to be extruded:specification"", ""extruder:machine type:specification"", ""230 v:voltage:specification"", ""1 phase:phase:specification"", ""cast iron:body material:specification""]",86,
True,20 tpd pvc extruder,3,"['20 tpd:capacity:specification', 'pvc:product type:specification', 'extruder:machine type:specification']",20 tpd:capacity:specification | pvc:product type:specification | extruder:machine type:specification,"[""20 tpd:capacity:specification"", ""pvc:product type:specification"", ""extruder:machine type:specification""]",87,
True,"manual ms polymer extruder, capacity: 10 tpd, voltage: 380 v, phase: three phase",7,"['manual:automation grade:specification', 'ms:body material:specification', 'polymer:material to be extruded:specification', 'extruder:machine type:specification', '10 tpd:capacity:specification', '380 v:voltage:specification', 'three phase:phase:specification']",manual:automation grade:specification | ms:body material:specification | polymer:material to be extruded:specification | extruder:machine type:specification | 10 tpd:capacity:specification | 380 v:voltage:specification | three phase:phase:specification,"[""manual:automation grade:specification"", ""ms:body material:specification"", ""polymer:material to be extruded:specification"", ""extruder:machine type:specification"", ""10 tpd:capacity:specification"", ""380 v:voltage:specification"", ""three phase:phase:specification""]",88,
True,fully automatic pet extruder 380 v,4,"['fully automatic:automation grade:specification', 'pet:product type:specification', 'extruder:machine type:specification', '380 v:voltage:specification']",fully automatic:automation grade:specification | pet:product type:specification | extruder:machine type:specification | 380 v:voltage:specification,"[""fully automatic:automation grade:specification"", ""pet:product type:specification"", ""extruder:machine type:specification"", ""380 v:voltage:specification""]",89,
True,aluminium extrusion plant 220 v,3,"['aluminium:material to be extruded:specification', 'extrusion plant:product:specification', '220 v:voltage:specification']",aluminium:material to be extruded:specification | extrusion plant:product:specification | 220 v:voltage:specification,"[""aluminium:material to be extruded:specification"", ""extrusion plant:product:specification"", ""220 v:voltage:specification""]",90,
True,"semi-automatic stainless steel solid phase extraction system, capacity: 100 liter, voltage: 415 v, phase: 1 phase",6,"['semi-automatic:automation grade:specification', 'stainless steel:body material:specification', 'solid phase extraction system:product:specification', '100 liter:capacity:specification', '415 v:voltage:specification', '1 phase:phase:specification']",semi-automatic:automation grade:specification | stainless steel:body material:specification | solid phase extraction system:product:specification | 100 liter:capacity:specification | 415 v:voltage:specification | 1 phase:phase:specification,"[""semi-automatic:automation grade:specification"", ""stainless steel:body material:specification"", ""solid phase extraction system:product:specification"", ""100 liter:capacity:specification"", ""415 v:voltage:specification"", ""1 phase:phase:specification""]",91,
True,"semi-automatic mother baby extruder for chemical industries applications, 5 kg/hr capacity, 240 v voltage rating, 1 phase power supply, titanium body",8,"['semi-automatic:automation grade:specification', 'mother baby:machine type:specification', 'extruder:product:specification', 'chemical:usage/application:specification', '5 kg/hr:capacity:specification', '240 v:voltage:specification', '1 phase:phase:specification', 'titanium:body material:specification']",semi-automatic:automation grade:specification | mother baby:machine type:specification | extruder:product:specification | chemical:usage/application:specification | 5 kg/hr:capacity:specification | 240 v:voltage:specification | 1 phase:phase:specification | titanium:body material:specification,"[""semi-automatic:automation grade:specification"", ""mother baby:machine type:specification"", ""extruder:product:specification"", ""chemical:usage/application:specification"", ""5 kg/hr:capacity:specification"", ""240 v:voltage:specification"", ""1 phase:phase:specification"", ""titanium:body material:specification""]",92,
True,used pet extruder,3,"['used:condition:specification', 'pet:product type:specification', 'extruder:machine type:specification']",used:condition:specification | pet:product type:specification | extruder:machine type:specification,"[""used:condition:specification"", ""pet:product type:specification"", ""extruder:machine type:specification""]",93,
True,single screw aluminium extrusion plant 750 kg/hr manual 230 v,6,"['single screw:screw type:specification', 'aluminium:material to be extruded:specification', 'extrusion plant:machine type:specification', '750 kg/hr:capacity:specification', 'manual:automation grade:specification', '230 v:voltage:specification']",single screw:screw type:specification | aluminium:material to be extruded:specification | extrusion plant:machine type:specification | 750 kg/hr:capacity:specification | manual:automation grade:specification | 230 v:voltage:specification,"[""single screw:screw type:specification"", ""aluminium:material to be extruded:specification"", ""extrusion plant:machine type:specification"", ""750 kg/hr:capacity:specification"", ""manual:automation grade:specification"", ""230 v:voltage:specification""]",94,
True,solid phase extraction system 400 v,3,"['solid phase:phase type:specification', 'extraction system:product:specification', '400 v:voltage:specification']",solid phase:phase type:specification | extraction system:product:specification | 400 v:voltage:specification,"[""solid phase:phase type:specification"", ""extraction system:product:specification"", ""400 v:voltage:specification""]",95,
True,10 ton metal refining plant cast iron body,4,"['10 ton:capacity:specification', 'metal:material to be extruded:specification', 'refining plant:machine type:specification', 'cast iron:body material:specification']",10 ton:capacity:specification | metal:material to be extruded:specification | refining plant:machine type:specification | cast iron:body material:specification,"[""10 ton:capacity:specification"", ""metal:material to be extruded:specification"", ""refining plant:machine type:specification"", ""cast iron:body material:specification""]",96,
True,"rice bran extraction plant machine specifications - brand: swaraj, capacity: 10 tpd, voltage: 220 v, phase: 3 phase, body material: stainless steel, automation: semi-automatic",8,"['rice bran:material to be extruded:specification', 'extraction plant:machine type:specification', 'swaraj:brand:specification', '10 tpd:capacity:specification', '220 v:voltage:specification', '3 phase:phase:specification', 'stainless steel:body material:specification', 'semi-automatic:automation grade:specification']",rice bran:material to be extruded:specification | extraction plant:machine type:specification | swaraj:brand:specification | 10 tpd:capacity:specification | 220 v:voltage:specification | 3 phase:phase:specification | stainless steel:body material:specification | semi-automatic:automation grade:specification,"[""rice bran:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""swaraj:brand:specification"", ""10 tpd:capacity:specification"", ""220 v:voltage:specification"", ""3 phase:phase:specification"", ""stainless steel:body material:specification"", ""semi-automatic:automation grade:specification""]",97,
True,silver refining plant with 10 kw power 380 v,3,"['silver refining plant:product:specification', '10 kw:power:specification', '380 v:voltage:specification']",silver refining plant:product:specification | 10 kw:power:specification | 380 v:voltage:specification,"[""silver refining plant:product:specification"", ""10 kw:power:specification"", ""380 v:voltage:specification""]",98,
True,rajco semi-automatic extruder machine,4,"['rajco:brand:specification', 'semi-automatic:automation grade:specification', 'extruder:machine type:specification', 'machine:product:specification']",rajco:brand:specification | semi-automatic:automation grade:specification | extruder:machine type:specification | machine:product:specification,"[""rajco:brand:specification"", ""semi-automatic:automation grade:specification"", ""extruder:machine type:specification"", ""machine:product:specification""]",99,
True,"unique automatic bitumen extractor, 1000 liter, 230 v, 3 phase",6,"['unique:brand:specification', 'automatic:automation grade:specification', 'bitumen extractor:product:specification', '1000 liter:capacity:specification', '230 v:voltage:specification', '3 phase:phase:specification']",unique:brand:specification | automatic:automation grade:specification | bitumen extractor:product:specification | 1000 liter:capacity:specification | 230 v:voltage:specification | 3 phase:phase:specification,"[""unique:brand:specification"", ""automatic:automation grade:specification"", ""bitumen extractor:product:specification"", ""1000 liter:capacity:specification"", ""230 v:voltage:specification"", ""3 phase:phase:specification""]",100,
True,ldpe blown film machine 240 v 50/60 hz,5,"['ldpe:product type:specification', 'blown film:machine type:specification', 'machine:product:specification', '240 v:voltage:specification', '50/60 hz:frequency:specification']",ldpe:product type:specification | blown film:machine type:specification | machine:product:specification | 240 v:voltage:specification | 50/60 hz:frequency:specification,"[""ldpe:product type:specification"", ""blown film:machine type:specification"", ""machine:product:specification"", ""240 v:voltage:specification"", ""50/60 hz:frequency:specification""]",101,
True,50 kg/hr fully automatic xlpe cable extruder 240 v 3 phase aluminium body,8,"['50 kg/hr:capacity:specification', 'fully automatic:automation grade:specification', 'xlpe:product type:specification', 'cable:usage/application:specification', 'extruder:machine type:specification', '240 v:voltage:specification', '3 phase:phase:specification', 'aluminium:body material:specification']",50 kg/hr:capacity:specification | fully automatic:automation grade:specification | xlpe:product type:specification | cable:usage/application:specification | extruder:machine type:specification | 240 v:voltage:specification | 3 phase:phase:specification | aluminium:body material:specification,"[""50 kg/hr:capacity:specification"", ""fully automatic:automation grade:specification"", ""xlpe:product type:specification"", ""cable:usage/application:specification"", ""extruder:machine type:specification"", ""240 v:voltage:specification"", ""3 phase:phase:specification"", ""aluminium:body material:specification""]",102,
True,"looking for automatic metal recovery plant with specifications: capacity 5 kg/hr, voltage 440 v, phase three phase, body material aluminium, application recycling",7,"['automatic:automation grade:specification', 'metal recovery plant:product:specification', '5 kg/hr:capacity:specification', '440 v:voltage:specification', 'three phase:phase:specification', 'aluminium:body material:specification', 'recycling:usage/application:specification']",automatic:automation grade:specification | metal recovery plant:product:specification | 5 kg/hr:capacity:specification | 440 v:voltage:specification | three phase:phase:specification | aluminium:body material:specification | recycling:usage/application:specification,"[""automatic:automation grade:specification"", ""metal recovery plant:product:specification"", ""5 kg/hr:capacity:specification"", ""440 v:voltage:specification"", ""three phase:phase:specification"", ""aluminium:body material:specification"", ""recycling:usage/application:specification""]",103,
True,solvent extraction plant 415 v 1 phase,3,"['solvent extraction plant:product:specification', '415 v:voltage:specification', '1 phase:phase:specification']",solvent extraction plant:product:specification | 415 v:voltage:specification | 1 phase:phase:specification,"[""solvent extraction plant:product:specification"", ""415 v:voltage:specification"", ""1 phase:phase:specification""]",104,
True,"gold star semi-automatic solvent extraction plant, 1000 liter, 480 v, single phase",6,"['gold star:brand:specification', 'semi-automatic:automation grade:specification', 'solvent extraction plant:product:specification', '1000 liter:capacity:specification', '480 v:voltage:specification', 'single phase:phase:specification']",gold star:brand:specification | semi-automatic:automation grade:specification | solvent extraction plant:product:specification | 1000 liter:capacity:specification | 480 v:voltage:specification | single phase:phase:specification,"[""gold star:brand:specification"", ""semi-automatic:automation grade:specification"", ""solvent extraction plant:product:specification"", ""1000 liter:capacity:specification"", ""480 v:voltage:specification"", ""single phase:phase:specification""]",105,
True,teknik multi layer extruder 10 ton,4,"['teknik:brand:specification', 'multi layer:machine type:specification', 'extruder:product:specification', '10 ton:capacity:specification']",teknik:brand:specification | multi layer:machine type:specification | extruder:product:specification | 10 ton:capacity:specification,"[""teknik:brand:specification"", ""multi layer:machine type:specification"", ""extruder:product:specification"", ""10 ton:capacity:specification""]",106,
True,pvc body co-rotating twin screw extruder with 200 kg/hr capacity and 400 v voltage,6,"['pvc:body material:specification', 'co-rotating:screw type:specification', 'twin screw:design:specification', 'extruder:product:specification', '200 kg/hr:capacity:specification', '400 v:voltage:specification']",pvc:body material:specification | co-rotating:screw type:specification | twin screw:design:specification | extruder:product:specification | 200 kg/hr:capacity:specification | 400 v:voltage:specification,"[""pvc:body material:specification"", ""co-rotating:screw type:specification"", ""twin screw:design:specification"", ""extruder:product:specification"", ""200 kg/hr:capacity:specification"", ""400 v:voltage:specification""]",107,
True,wire extruder 220 v,2,"['wire extruder:product:specification', '220 v:voltage:specification']",wire extruder:product:specification | 220 v:voltage:specification,"[""wire extruder:product:specification"", ""220 v:voltage:specification""]",108,
True,centrifuge extractor with 15 hp power 240 v,3,"['centrifuge extractor:product:specification', '15 hp:power:specification', '240 v:voltage:specification']",centrifuge extractor:product:specification | 15 hp:power:specification | 240 v:voltage:specification,"[""centrifuge extractor:product:specification"", ""15 hp:power:specification"", ""240 v:voltage:specification""]",109,
True,kabra solvent extraction plant 1000 kg/hr,3,"['kabra:brand:specification', 'solvent extraction plant:product:specification', '1000 kg/hr:capacity:specification']",kabra:brand:specification | solvent extraction plant:product:specification | 1000 kg/hr:capacity:specification,"[""kabra:brand:specification"", ""solvent extraction plant:product:specification"", ""1000 kg/hr:capacity:specification""]",110,
True,500 liter semi-automatic tube extrusion machine,5,"['500 liter:capacity:specification', 'semi-automatic:automation grade:specification', 'tube:product type:specification', 'extrusion:machine type:specification', 'machine:product:specification']",500 liter:capacity:specification | semi-automatic:automation grade:specification | tube:product type:specification | extrusion:machine type:specification | machine:product:specification,"[""500 liter:capacity:specification"", ""semi-automatic:automation grade:specification"", ""tube:product type:specification"", ""extrusion:machine type:specification"", ""machine:product:specification""]",111,
True,solvent extraction plant,2,"['solvent:material to be extruded:specification', 'extraction plant:machine type:specification']",solvent:material to be extruded:specification | extraction plant:machine type:specification,"[""solvent:material to be extruded:specification"", ""extraction plant:machine type:specification""]",112,
True,pet extruder 380 v single phase,4,"['pet:product type:specification', 'extruder:machine type:specification', '380 v:voltage:specification', 'single phase:phase:specification']",pet:product type:specification | extruder:machine type:specification | 380 v:voltage:specification | single phase:phase:specification,"[""pet:product type:specification"", ""extruder:machine type:specification"", ""380 v:voltage:specification"", ""single phase:phase:specification""]",113,
True,titanium body aluminium extrusion plant 1 tpd,3,"['titanium:body material:specification', 'aluminium extrusion plant:product:specification', '1 tpd:capacity:specification']",titanium:body material:specification | aluminium extrusion plant:product:specification | 1 tpd:capacity:specification,"[""titanium:body material:specification"", ""aluminium extrusion plant:product:specification"", ""1 tpd:capacity:specification""]",114,
True,1 tpd automatic polymer extruder,4,"['1 tpd:capacity:specification', 'automatic:automation grade:specification', 'polymer:material to be extruded:specification', 'extruder:machine type:specification']",1 tpd:capacity:specification | automatic:automation grade:specification | polymer:material to be extruded:specification | extruder:machine type:specification,"[""1 tpd:capacity:specification"", ""automatic:automation grade:specification"", ""polymer:material to be extruded:specification"", ""extruder:machine type:specification""]",115,
True,co-rotating twin screw extruder with 2 kw power 440 v,5,"['co-rotating:screw type:specification', 'twin screw:design:specification', 'extruder:machine type:specification', '2 kw:power:specification', '440 v:voltage:specification']",co-rotating:screw type:specification | twin screw:design:specification | extruder:machine type:specification | 2 kw:power:specification | 440 v:voltage:specification,"[""co-rotating:screw type:specification"", ""twin screw:design:specification"", ""extruder:machine type:specification"", ""2 kw:power:specification"", ""440 v:voltage:specification""]",116,
True,ss twin screw extruder,3,"['ss:body material:specification', 'twin screw:design:specification', 'extruder:product:specification']",ss:body material:specification | twin screw:design:specification | extruder:product:specification,"[""ss:body material:specification"", ""twin screw:design:specification"", ""extruder:product:specification""]",117,
True,ss xlpe cable extruder 150 kg/hr capacity,5,"['ss:body material:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification', '150 kg/hr:capacity:specification']",ss:body material:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification | 150 kg/hr:capacity:specification,"[""ss:body material:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""150 kg/hr:capacity:specification""]",118,
True,50 kg semi-automatic hydro extractor,3,"['50 kg:capacity:specification', 'semi-automatic:automation grade:specification', 'hydro extractor:product:specification']",50 kg:capacity:specification | semi-automatic:automation grade:specification | hydro extractor:product:specification,"[""50 kg:capacity:specification"", ""semi-automatic:automation grade:specification"", ""hydro extractor:product:specification""]",119,
True,10 ton monolayer extruder ss 304 body,4,"['10 ton:capacity:specification', 'monolayer:machine type:specification', 'extruder:product:specification', 'ss 304:body material:specification']",10 ton:capacity:specification | monolayer:machine type:specification | extruder:product:specification | ss 304:body material:specification,"[""10 ton:capacity:specification"", ""monolayer:machine type:specification"", ""extruder:product:specification"", ""ss 304:body material:specification""]",120,
True,"eureka automatic zinc recovery unit machine with 200 kg/hr capacity, 400 v voltage, three phase, ss 304 body, suitable for agricultural",8,"['eureka:brand:specification', 'automatic:automation grade:specification', 'zinc recovery unit machine:product:specification', '200 kg/hr:capacity:specification', '400 v:voltage:specification', 'three phase:phase:specification', 'ss 304:body material:specification', 'agricultural:usage/application:specification']",eureka:brand:specification | automatic:automation grade:specification | zinc recovery unit machine:product:specification | 200 kg/hr:capacity:specification | 400 v:voltage:specification | three phase:phase:specification | ss 304:body material:specification | agricultural:usage/application:specification,"[""eureka:brand:specification"", ""automatic:automation grade:specification"", ""zinc recovery unit machine:product:specification"", ""200 kg/hr:capacity:specification"", ""400 v:voltage:specification"", ""three phase:phase:specification"", ""ss 304:body material:specification"", ""agricultural:usage/application:specification""]",121,
True,cable extruder 380 v 50/60 hz,3,"['cable extruder:product:specification', '380 v:voltage:specification', '50/60 hz:frequency:specification']",cable extruder:product:specification | 380 v:voltage:specification | 50/60 hz:frequency:specification,"[""cable extruder:product:specification"", ""380 v:voltage:specification"", ""50/60 hz:frequency:specification""]",122,
True,gold refinery plant,2,"['gold:material to be refined:specification', 'refinery plant:product:specification']",gold:material to be refined:specification | refinery plant:product:specification,"[""gold:material to be refined:specification"", ""refinery plant:product:specification""]",123,
True,automatic zinc recovery unit 400 v,3,"['automatic:automation grade:specification', 'zinc recovery unit:product:specification', '400 v:voltage:specification']",automatic:automation grade:specification | zinc recovery unit:product:specification | 400 v:voltage:specification,"[""automatic:automation grade:specification"", ""zinc recovery unit:product:specification"", ""400 v:voltage:specification""]",124,
True,"industrial grade fully automatic metal refining plant with twin screw design, 10 kg capacity, operating voltage 480 v, single phase, mild steel body material",9,"['industrial:usage/application:specification', 'fully automatic:automation grade:specification', 'metal:material to be extruded:specification', 'refining plant:machine type:specification', 'twin screw:design:specification', '10 kg:capacity:specification', '480 v:voltage:specification', 'single phase:phase:specification', 'mild steel:body material:specification']",industrial:usage/application:specification | fully automatic:automation grade:specification | metal:material to be extruded:specification | refining plant:machine type:specification | twin screw:design:specification | 10 kg:capacity:specification | 480 v:voltage:specification | single phase:phase:specification | mild steel:body material:specification,"[""industrial:usage/application:specification"", ""fully automatic:automation grade:specification"", ""metal:material to be extruded:specification"", ""refining plant:machine type:specification"", ""twin screw:design:specification"", ""10 kg:capacity:specification"", ""480 v:voltage:specification"", ""single phase:phase:specification"", ""mild steel:body material:specification""]",125,
True,1 ton semi-automatic gold refining machine,3,"['1 ton:capacity:specification', 'semi-automatic:automation grade:specification', 'gold refining machine:product:specification']",1 ton:capacity:specification | semi-automatic:automation grade:specification | gold refining machine:product:specification,"[""1 ton:capacity:specification"", ""semi-automatic:automation grade:specification"", ""gold refining machine:product:specification""]",126,
True,industrial cable extruder eureka 5 tpd 230 v manual,7,"['industrial:usage/application:specification', 'cable:product type:specification', 'extruder:machine type:specification', 'eureka:brand:specification', '5 tpd:capacity:specification', '230 v:voltage:specification', 'manual:automation grade:specification']",industrial:usage/application:specification | cable:product type:specification | extruder:machine type:specification | eureka:brand:specification | 5 tpd:capacity:specification | 230 v:voltage:specification | manual:automation grade:specification,"[""industrial:usage/application:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""eureka:brand:specification"", ""5 tpd:capacity:specification"", ""230 v:voltage:specification"", ""manual:automation grade:specification""]",127,
True,200 liter semi-automatic lab extruder 380 v 3 phase pp body,6,"['200 liter:capacity:specification', 'semi-automatic:automation grade:specification', 'lab extruder:product:specification', '380 v:voltage:specification', '3 phase:phase:specification', 'pp:body material:specification']",200 liter:capacity:specification | semi-automatic:automation grade:specification | lab extruder:product:specification | 380 v:voltage:specification | 3 phase:phase:specification | pp:body material:specification,"[""200 liter:capacity:specification"", ""semi-automatic:automation grade:specification"", ""lab extruder:product:specification"", ""380 v:voltage:specification"", ""3 phase:phase:specification"", ""pp:body material:specification""]",128,
True,hdpe sheet extruder 5 tpd capacity,4,"['hdpe:product type:specification', 'sheet:product type:specification', 'extruder:machine type:specification', '5 tpd:capacity:specification']",hdpe:product type:specification | sheet:product type:specification | extruder:machine type:specification | 5 tpd:capacity:specification,"[""hdpe:product type:specification"", ""sheet:product type:specification"", ""extruder:machine type:specification"", ""5 tpd:capacity:specification""]",129,
True,"industrial grade manual xlpe cable extruder with co-rotating design, 20 tpd capacity, operating voltage 415 v, single phase, aluminium body material",10,"['industrial:usage/application:specification', 'manual:automation grade:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification', 'co-rotating:design:specification', '20 tpd:capacity:specification', '415 v:voltage:specification', 'single phase:phase:specification', 'aluminium:body material:specification']",industrial:usage/application:specification | manual:automation grade:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification | co-rotating:design:specification | 20 tpd:capacity:specification | 415 v:voltage:specification | single phase:phase:specification | aluminium:body material:specification,"[""industrial:usage/application:specification"", ""manual:automation grade:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""co-rotating:design:specification"", ""20 tpd:capacity:specification"", ""415 v:voltage:specification"", ""single phase:phase:specification"", ""aluminium:body material:specification""]",130,
True,pvc gold refinery plant 1000 kg/hr capacity,3,"['pvc:body material:specification', 'gold refinery plant:product:specification', '1000 kg/hr:capacity:specification']",pvc:body material:specification | gold refinery plant:product:specification | 1000 kg/hr:capacity:specification,"[""pvc:body material:specification"", ""gold refinery plant:product:specification"", ""1000 kg/hr:capacity:specification""]",131,
True,film extrusion machine 480 v,4,"['film:product type:specification', 'extrusion:machine type:specification', 'machine:product:specification', '480 v:voltage:specification']",film:product type:specification | extrusion:machine type:specification | machine:product:specification | 480 v:voltage:specification,"[""film:product type:specification"", ""extrusion:machine type:specification"", ""machine:product:specification"", ""480 v:voltage:specification""]",132,
True,30 kg monolayer extruder titanium body,4,"['30 kg:capacity:specification', 'monolayer:machine type:specification', 'extruder:product:specification', 'titanium:body material:specification']",30 kg:capacity:specification | monolayer:machine type:specification | extruder:product:specification | titanium:body material:specification,"[""30 kg:capacity:specification"", ""monolayer:machine type:specification"", ""extruder:product:specification"", ""titanium:body material:specification""]",133,
True,jockey extruder,2,"['jockey:brand:specification', 'extruder:product:specification']",jockey:brand:specification | extruder:product:specification,"[""jockey:brand:specification"", ""extruder:product:specification""]",134,
True,silver refining plant 415 v,2,"['silver refining plant:product:specification', '415 v:voltage:specification']",silver refining plant:product:specification | 415 v:voltage:specification,"[""silver refining plant:product:specification"", ""415 v:voltage:specification""]",135,
True,"manual stainless steel pvc pipe extruder, capacity: 25 kg, voltage: 400 v, phase: 1 phase",8,"['manual:automation grade:specification', 'stainless steel:body material:specification', 'pvc:product type:specification', 'pipe:product type:specification', 'extruder:machine type:specification', '25 kg:capacity:specification', '400 v:voltage:specification', '1 phase:phase:specification']",manual:automation grade:specification | stainless steel:body material:specification | pvc:product type:specification | pipe:product type:specification | extruder:machine type:specification | 25 kg:capacity:specification | 400 v:voltage:specification | 1 phase:phase:specification,"[""manual:automation grade:specification"", ""stainless steel:body material:specification"", ""pvc:product type:specification"", ""pipe:product type:specification"", ""extruder:machine type:specification"", ""25 kg:capacity:specification"", ""400 v:voltage:specification"", ""1 phase:phase:specification""]",136,
True,"eureka semi-automatic solvent extraction plant, 50 tpd, 440 v, single phase",6,"['eureka:brand:specification', 'semi-automatic:automation grade:specification', 'solvent extraction plant:product:specification', '50 tpd:capacity:specification', '440 v:voltage:specification', 'single phase:phase:specification']",eureka:brand:specification | semi-automatic:automation grade:specification | solvent extraction plant:product:specification | 50 tpd:capacity:specification | 440 v:voltage:specification | single phase:phase:specification,"[""eureka:brand:specification"", ""semi-automatic:automation grade:specification"", ""solvent extraction plant:product:specification"", ""50 tpd:capacity:specification"", ""440 v:voltage:specification"", ""single phase:phase:specification""]",137,
True,ss 316 oleoresin extraction plant 250 kg/hr capacity,4,"['ss 316:body material:specification', 'oleoresin:material to be extruded:specification', 'extraction plant:machine type:specification', '250 kg/hr:capacity:specification']",ss 316:body material:specification | oleoresin:material to be extruded:specification | extraction plant:machine type:specification | 250 kg/hr:capacity:specification,"[""ss 316:body material:specification"", ""oleoresin:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""250 kg/hr:capacity:specification""]",138,
True,"gold star semi-automatic pet extruder, 1 tpd, 380 v, single phase",7,"['gold star:brand:specification', 'semi-automatic:automation grade:specification', 'pet:product type:specification', 'extruder:machine type:specification', '1 tpd:capacity:specification', '380 v:voltage:specification', 'single phase:phase:specification']",gold star:brand:specification | semi-automatic:automation grade:specification | pet:product type:specification | extruder:machine type:specification | 1 tpd:capacity:specification | 380 v:voltage:specification | single phase:phase:specification,"[""gold star:brand:specification"", ""semi-automatic:automation grade:specification"", ""pet:product type:specification"", ""extruder:machine type:specification"", ""1 tpd:capacity:specification"", ""380 v:voltage:specification"", ""single phase:phase:specification""]",139,
True,extruder machine 380 v,2,"['extruder machine:product:specification', '380 v:voltage:specification']",extruder machine:product:specification | 380 v:voltage:specification,"[""extruder machine:product:specification"", ""380 v:voltage:specification""]",140,
